Time,utx-os-created-btc-24h
2009-09-12 00:00:00+00:00,69
2009-09-13 00:00:00+00:00,75
2009-09-14 00:00:00+00:00,74
2009-09-15 00:00:00+00:00,44
2009-09-16 00:00:00+00:00,73
2009-09-17 00:00:00+00:00,86
2009-09-18 00:00:00+00:00,78
2009-09-19 00:00:00+00:00,74
2009-09-20 00:00:00+00:00,78
2009-09-21 00:00:00+00:00,70
2009-09-22 00:00:00+00:00,26
2009-09-23 00:00:00+00:00,36
2009-09-24 00:00:00+00:00,97
2009-09-25 00:00:00+00:00,93
2009-09-26 00:00:00+00:00,100
2009-09-27 00:00:00+00:00,88
2009-09-28 00:00:00+00:00,85
2009-09-29 00:00:00+00:00,90
2009-09-30 00:00:00+00:00,85
2009-10-01 00:00:00+00:00,82
2009-10-02 00:00:00+00:00,73
2009-10-03 00:00:00+00:00,58
2009-10-04 00:00:00+00:00,53
2009-10-05 00:00:00+00:00,55
2009-10-06 00:00:00+00:00,45
2009-10-07 00:00:00+00:00,60
2009-10-08 00:00:00+00:00,70
2009-10-09 00:00:00+00:00,79
2009-10-10 00:00:00+00:00,77
2009-10-11 00:00:00+00:00,74
2009-10-12 00:00:00+00:00,59
2009-10-13 00:00:00+00:00,57
2009-10-14 00:00:00+00:00,69
2009-10-15 00:00:00+00:00,71
2009-10-16 00:00:00+00:00,61
2009-10-17 00:00:00+00:00,57
2009-10-18 00:00:00+00:00,75
2009-10-19 00:00:00+00:00,112
2009-10-20 00:00:00+00:00,97
2009-10-21 00:00:00+00:00,81
2009-10-22 00:00:00+00:00,91
2009-10-23 00:00:00+00:00,89
2009-10-24 00:00:00+00:00,63
2009-10-25 00:00:00+00:00,76
2009-10-26 00:00:00+00:00,71
2009-10-27 00:00:00+00:00,65
2009-10-28 00:00:00+00:00,66
2009-10-29 00:00:00+00:00,48
2009-10-30 00:00:00+00:00,60
2009-10-31 00:00:00+00:00,46
2009-11-01 00:00:00+00:00,25
2009-11-02 00:00:00+00:00,33
2009-11-03 00:00:00+00:00,62
2009-11-04 00:00:00+00:00,64
2009-11-05 00:00:00+00:00,57
2009-11-06 00:00:00+00:00,62
2009-11-07 00:00:00+00:00,69
2009-11-08 00:00:00+00:00,73
2009-11-09 00:00:00+00:00,64
2009-11-10 00:00:00+00:00,78
2009-11-11 00:00:00+00:00,79
2009-11-12 00:00:00+00:00,66
2009-11-13 00:00:00+00:00,85
2009-11-14 00:00:00+00:00,79
2009-11-15 00:00:00+00:00,96
2009-11-16 00:00:00+00:00,97
2009-11-17 00:00:00+00:00,92
2009-11-18 00:00:00+00:00,79
2009-11-19 00:00:00+00:00,72
2009-11-20 00:00:00+00:00,86
2009-11-21 00:00:00+00:00,73
2009-11-22 00:00:00+00:00,106
2009-11-23 00:00:00+00:00,96
2009-11-24 00:00:00+00:00,93
2009-11-25 00:00:00+00:00,90
2009-11-26 00:00:00+00:00,84
2009-11-27 00:00:00+00:00,74
2009-11-28 00:00:00+00:00,71
2009-11-29 00:00:00+00:00,60
2009-11-30 00:00:00+00:00,75
2009-12-01 00:00:00+00:00,75
2009-12-02 00:00:00+00:00,94
2009-12-03 00:00:00+00:00,88
2009-12-04 00:00:00+00:00,36
2009-12-05 00:00:00+00:00,66
2009-12-06 00:00:00+00:00,106
2009-12-07 00:00:00+00:00,112
2009-12-08 00:00:00+00:00,107
2009-12-09 00:00:00+00:00,115
2009-12-10 00:00:00+00:00,104
2009-12-11 00:00:00+00:00,112
2009-12-12 00:00:00+00:00,112
2009-12-13 00:00:00+00:00,114
2009-12-14 00:00:00+00:00,108
2009-12-15 00:00:00+00:00,113
2009-12-16 00:00:00+00:00,137
2009-12-17 00:00:00+00:00,174
2009-12-18 00:00:00+00:00,225
2009-12-19 00:00:00+00:00,199
2009-12-20 00:00:00+00:00,175
2009-12-21 00:00:00+00:00,176
2009-12-22 00:00:00+00:00,162
2009-12-23 00:00:00+00:00,154
2009-12-24 00:00:00+00:00,154
2009-12-25 00:00:00+00:00,151
2009-12-26 00:00:00+00:00,174
2009-12-27 00:00:00+00:00,168
2009-12-28 00:00:00+00:00,137
2009-12-29 00:00:00+00:00,171
2009-12-30 00:00:00+00:00,141
2009-12-31 00:00:00+00:00,138
2010-01-01 00:00:00+00:00,134
2010-01-02 00:00:00+00:00,126
2010-01-03 00:00:00+00:00,186
2010-01-04 00:00:00+00:00,184
2010-01-05 00:00:00+00:00,198
2010-01-06 00:00:00+00:00,163
2010-01-07 00:00:00+00:00,154
2010-01-08 00:00:00+00:00,153
2010-01-09 00:00:00+00:00,151
2010-01-10 00:00:00+00:00,190
2010-01-11 00:00:00+00:00,159
2010-01-12 00:00:00+00:00,163
2010-01-13 00:00:00+00:00,168
2010-01-14 00:00:00+00:00,146
2010-01-15 00:00:00+00:00,142
2010-01-16 00:00:00+00:00,126
2010-01-17 00:00:00+00:00,131
2010-01-18 00:00:00+00:00,127
2010-01-19 00:00:00+00:00,124
2010-01-20 00:00:00+00:00,158
2010-01-21 00:00:00+00:00,190
2010-01-22 00:00:00+00:00,137
2010-01-23 00:00:00+00:00,163
2010-01-24 00:00:00+00:00,155
2010-01-25 00:00:00+00:00,216
2010-01-26 00:00:00+00:00,202
2010-01-27 00:00:00+00:00,166
2010-01-28 00:00:00+00:00,179
2010-01-29 00:00:00+00:00,201
2010-01-30 00:00:00+00:00,214
2010-01-31 00:00:00+00:00,167
2010-02-01 00:00:00+00:00,196
2010-02-02 00:00:00+00:00,146
2010-02-03 00:00:00+00:00,272
2010-02-04 00:00:00+00:00,236
2010-02-05 00:00:00+00:00,229
2010-02-06 00:00:00+00:00,206
2010-02-07 00:00:00+00:00,224
2010-02-08 00:00:00+00:00,209
2010-02-09 00:00:00+00:00,211
2010-02-10 00:00:00+00:00,173
2010-02-11 00:00:00+00:00,174
2010-02-12 00:00:00+00:00,189
2010-02-13 00:00:00+00:00,236
2010-02-14 00:00:00+00:00,221
2010-02-15 00:00:00+00:00,189
2010-02-16 00:00:00+00:00,203
2010-02-17 00:00:00+00:00,253
2010-02-18 00:00:00+00:00,216
2010-02-19 00:00:00+00:00,197
2010-02-20 00:00:00+00:00,210
2010-02-21 00:00:00+00:00,228
2010-02-22 00:00:00+00:00,266
2010-02-23 00:00:00+00:00,251
2010-02-24 00:00:00+00:00,177
2010-02-25 00:00:00+00:00,158
2010-02-26 00:00:00+00:00,178
2010-02-27 00:00:00+00:00,175
2010-02-28 00:00:00+00:00,160
2010-03-01 00:00:00+00:00,199
2010-03-02 00:00:00+00:00,193
2010-03-03 00:00:00+00:00,158
2010-03-04 00:00:00+00:00,188
2010-03-05 00:00:00+00:00,173
2010-03-06 00:00:00+00:00,184
2010-03-07 00:00:00+00:00,184
2010-03-08 00:00:00+00:00,132
2010-03-09 00:00:00+00:00,148
2010-03-10 00:00:00+00:00,172
2010-03-11 00:00:00+00:00,136
2010-03-12 00:00:00+00:00,123
2010-03-13 00:00:00+00:00,154
2010-03-14 00:00:00+00:00,127
2010-03-15 00:00:00+00:00,143
2010-03-16 00:00:00+00:00,129
2010-03-17 00:00:00+00:00,139
2010-03-18 00:00:00+00:00,152
2010-03-19 00:00:00+00:00,163
2010-03-20 00:00:00+00:00,210
2010-03-21 00:00:00+00:00,190
2010-03-22 00:00:00+00:00,186
2010-03-23 00:00:00+00:00,221
2010-03-24 00:00:00+00:00,183
2010-03-25 00:00:00+00:00,204
2010-03-26 00:00:00+00:00,214
2010-03-27 00:00:00+00:00,185
2010-03-28 00:00:00+00:00,192
2010-03-29 00:00:00+00:00,207
2010-03-30 00:00:00+00:00,221
2010-03-31 00:00:00+00:00,215
2010-04-01 00:00:00+00:00,179
2010-04-02 00:00:00+00:00,161
2010-04-03 00:00:00+00:00,168
2010-04-04 00:00:00+00:00,185
2010-04-05 00:00:00+00:00,195
2010-04-06 00:00:00+00:00,179
2010-04-07 00:00:00+00:00,206
2010-04-08 00:00:00+00:00,198
2010-04-09 00:00:00+00:00,241
2010-04-10 00:00:00+00:00,306
2010-04-11 00:00:00+00:00,275
2010-04-12 00:00:00+00:00,256
2010-04-13 00:00:00+00:00,211
2010-04-14 00:00:00+00:00,235
2010-04-15 00:00:00+00:00,332
2010-04-16 00:00:00+00:00,241
2010-04-17 00:00:00+00:00,256
2010-04-18 00:00:00+00:00,6410
2010-04-19 00:00:00+00:00,287
2010-04-20 00:00:00+00:00,249
2010-04-21 00:00:00+00:00,257
2010-04-22 00:00:00+00:00,206
2010-04-23 00:00:00+00:00,230
2010-04-24 00:00:00+00:00,208
2010-04-25 00:00:00+00:00,209
2010-04-26 00:00:00+00:00,227
2010-04-27 00:00:00+00:00,253
2010-04-28 00:00:00+00:00,238
2010-04-29 00:00:00+00:00,185
2010-04-30 00:00:00+00:00,178
2010-05-01 00:00:00+00:00,213
2010-05-02 00:00:00+00:00,181
2010-05-03 00:00:00+00:00,190
2010-05-04 00:00:00+00:00,182
2010-05-05 00:00:00+00:00,168
2010-05-06 00:00:00+00:00,178
2010-05-07 00:00:00+00:00,159
2010-05-08 00:00:00+00:00,185
2010-05-09 00:00:00+00:00,195
2010-05-10 00:00:00+00:00,161
2010-05-11 00:00:00+00:00,132
2010-05-12 00:00:00+00:00,161
2010-05-13 00:00:00+00:00,170
2010-05-14 00:00:00+00:00,160
2010-05-15 00:00:00+00:00,115
2010-05-16 00:00:00+00:00,133
2010-05-17 00:00:00+00:00,182
2010-05-18 00:00:00+00:00,232
2010-05-19 00:00:00+00:00,219
2010-05-20 00:00:00+00:00,244
2010-05-21 00:00:00+00:00,239
2010-05-22 00:00:00+00:00,233
2010-05-23 00:00:00+00:00,322
2010-05-24 00:00:00+00:00,254
2010-05-25 00:00:00+00:00,257
2010-05-26 00:00:00+00:00,294
2010-05-27 00:00:00+00:00,275
2010-05-28 00:00:00+00:00,290
2010-05-29 00:00:00+00:00,248
2010-05-30 00:00:00+00:00,200
2010-05-31 00:00:00+00:00,199
2010-06-01 00:00:00+00:00,186
2010-06-02 00:00:00+00:00,198
2010-06-03 00:00:00+00:00,256
2010-06-04 00:00:00+00:00,176
2010-06-05 00:00:00+00:00,195
2010-06-06 00:00:00+00:00,202
2010-06-07 00:00:00+00:00,210
2010-06-08 00:00:00+00:00,225
2010-06-09 00:00:00+00:00,232
2010-06-10 00:00:00+00:00,227
2010-06-11 00:00:00+00:00,272
2010-06-12 00:00:00+00:00,223
2010-06-13 00:00:00+00:00,253
2010-06-14 00:00:00+00:00,292
2010-06-15 00:00:00+00:00,296
2010-06-16 00:00:00+00:00,203
2010-06-17 00:00:00+00:00,212
2010-06-18 00:00:00+00:00,197
2010-06-19 00:00:00+00:00,228
2010-06-20 00:00:00+00:00,240
2010-06-21 00:00:00+00:00,276
2010-06-22 00:00:00+00:00,247
2010-06-23 00:00:00+00:00,279
2010-06-24 00:00:00+00:00,255
2010-06-25 00:00:00+00:00,220
2010-06-26 00:00:00+00:00,209
2010-06-27 00:00:00+00:00,245
2010-06-28 00:00:00+00:00,247
2010-06-29 00:00:00+00:00,299
2010-06-30 00:00:00+00:00,312
2010-07-01 00:00:00+00:00,299
2010-07-02 00:00:00+00:00,254
2010-07-03 00:00:00+00:00,301
2010-07-04 00:00:00+00:00,230
2010-07-05 00:00:00+00:00,258
2010-07-06 00:00:00+00:00,213
2010-07-07 00:00:00+00:00,240
2010-07-08 00:00:00+00:00,240
2010-07-09 00:00:00+00:00,285
2010-07-10 00:00:00+00:00,251
2010-07-11 00:00:00+00:00,471
2010-07-12 00:00:00+00:00,3717
2010-07-13 00:00:00+00:00,1973
2010-07-14 00:00:00+00:00,11468
2010-07-15 00:00:00+00:00,1797
2010-07-16 00:00:00+00:00,1616
2010-07-17 00:00:00+00:00,550
2010-07-18 00:00:00+00:00,572
2010-07-19 00:00:00+00:00,724
2010-07-20 00:00:00+00:00,905
2010-07-21 00:00:00+00:00,599
2010-07-22 00:00:00+00:00,524
2010-07-23 00:00:00+00:00,523
2010-07-24 00:00:00+00:00,1307
2010-07-25 00:00:00+00:00,3336
2010-07-26 00:00:00+00:00,576
2010-07-27 00:00:00+00:00,589
2010-07-28 00:00:00+00:00,2063
2010-07-29 00:00:00+00:00,1971
2010-07-30 00:00:00+00:00,404
2010-07-31 00:00:00+00:00,347
2010-08-01 00:00:00+00:00,446
2010-08-02 00:00:00+00:00,467
2010-08-03 00:00:00+00:00,977
2010-08-04 00:00:00+00:00,569
2010-08-05 00:00:00+00:00,717
2010-08-06 00:00:00+00:00,497
2010-08-07 00:00:00+00:00,327
2010-08-08 00:00:00+00:00,518
2010-08-09 00:00:00+00:00,554
2010-08-10 00:00:00+00:00,406
2010-08-11 00:00:00+00:00,482
2010-08-12 00:00:00+00:00,493
2010-08-13 00:00:00+00:00,738
2010-08-14 00:00:00+00:00,493
2010-08-15 00:00:00+00:00,344
2010-08-16 00:00:00+00:00,609
2010-08-17 00:00:00+00:00,419
2010-08-18 00:00:00+00:00,527
2010-08-19 00:00:00+00:00,415
2010-08-20 00:00:00+00:00,538
2010-08-21 00:00:00+00:00,437
2010-08-22 00:00:00+00:00,432
2010-08-23 00:00:00+00:00,445
2010-08-24 00:00:00+00:00,465
2010-08-25 00:00:00+00:00,428
2010-08-26 00:00:00+00:00,435
2010-08-27 00:00:00+00:00,356
2010-08-28 00:00:00+00:00,433
2010-08-29 00:00:00+00:00,312
2010-08-30 00:00:00+00:00,422
2010-08-31 00:00:00+00:00,553
2010-09-01 00:00:00+00:00,525
2010-09-02 00:00:00+00:00,402
2010-09-03 00:00:00+00:00,403
2010-09-04 00:00:00+00:00,326
2010-09-05 00:00:00+00:00,384
2010-09-06 00:00:00+00:00,337
2010-09-07 00:00:00+00:00,327
2010-09-08 00:00:00+00:00,435
2010-09-09 00:00:00+00:00,430
2010-09-10 00:00:00+00:00,468
2010-09-11 00:00:00+00:00,379
2010-09-12 00:00:00+00:00,488
2010-09-13 00:00:00+00:00,576
2010-09-14 00:00:00+00:00,538
2010-09-15 00:00:00+00:00,596
2010-09-16 00:00:00+00:00,531
2010-09-17 00:00:00+00:00,420
2010-09-18 00:00:00+00:00,464
2010-09-19 00:00:00+00:00,433
2010-09-20 00:00:00+00:00,598
2010-09-21 00:00:00+00:00,1178
2010-09-22 00:00:00+00:00,984
2010-09-23 00:00:00+00:00,850
2010-09-24 00:00:00+00:00,629
2010-09-25 00:00:00+00:00,694
2010-09-26 00:00:00+00:00,506
2010-09-27 00:00:00+00:00,800
2010-09-28 00:00:00+00:00,645
2010-09-29 00:00:00+00:00,1625
2010-09-30 00:00:00+00:00,496
2010-10-01 00:00:00+00:00,932
2010-10-02 00:00:00+00:00,751
2010-10-03 00:00:00+00:00,545
2010-10-04 00:00:00+00:00,582
2010-10-05 00:00:00+00:00,530
2010-10-06 00:00:00+00:00,540
2010-10-07 00:00:00+00:00,442
2010-10-08 00:00:00+00:00,492
2010-10-09 00:00:00+00:00,556
2010-10-10 00:00:00+00:00,478
2010-10-11 00:00:00+00:00,453
2010-10-12 00:00:00+00:00,481
2010-10-13 00:00:00+00:00,490
2010-10-14 00:00:00+00:00,471
2010-10-15 00:00:00+00:00,427
2010-10-16 00:00:00+00:00,556
2010-10-17 00:00:00+00:00,571
2010-10-18 00:00:00+00:00,786
2010-10-19 00:00:00+00:00,1395
2010-10-20 00:00:00+00:00,1014
2010-10-21 00:00:00+00:00,791
2010-10-22 00:00:00+00:00,887
2010-10-23 00:00:00+00:00,745
2010-10-24 00:00:00+00:00,753
2010-10-25 00:00:00+00:00,545
2010-10-26 00:00:00+00:00,724
2010-10-27 00:00:00+00:00,814
2010-10-28 00:00:00+00:00,670
2010-10-29 00:00:00+00:00,615
2010-10-30 00:00:00+00:00,524
2010-10-31 00:00:00+00:00,369
2010-11-01 00:00:00+00:00,440
2010-11-02 00:00:00+00:00,343
2010-11-03 00:00:00+00:00,430
2010-11-04 00:00:00+00:00,405
2010-11-05 00:00:00+00:00,545
2010-11-06 00:00:00+00:00,492
2010-11-07 00:00:00+00:00,537
2010-11-08 00:00:00+00:00,628
2010-11-09 00:00:00+00:00,502
2010-11-10 00:00:00+00:00,508
2010-11-11 00:00:00+00:00,480
2010-11-12 00:00:00+00:00,339
2010-11-13 00:00:00+00:00,395
2010-11-14 00:00:00+00:00,496
2010-11-15 00:00:00+00:00,8689
2010-11-16 00:00:00+00:00,11783
2010-11-17 00:00:00+00:00,533
2010-11-18 00:00:00+00:00,1585
2010-11-19 00:00:00+00:00,9735
2010-11-20 00:00:00+00:00,10042
2010-11-21 00:00:00+00:00,10254
2010-11-22 00:00:00+00:00,452
2010-11-23 00:00:00+00:00,461
2010-11-24 00:00:00+00:00,4141
2010-11-25 00:00:00+00:00,5201
2010-11-26 00:00:00+00:00,1838
2010-11-27 00:00:00+00:00,628
2010-11-28 00:00:00+00:00,677
2010-11-29 00:00:00+00:00,600
2010-11-30 00:00:00+00:00,616
2010-12-01 00:00:00+00:00,751
2010-12-02 00:00:00+00:00,637
2010-12-03 00:00:00+00:00,506
2010-12-04 00:00:00+00:00,563
2010-12-05 00:00:00+00:00,561
2010-12-06 00:00:00+00:00,610
2010-12-07 00:00:00+00:00,791
2010-12-08 00:00:00+00:00,727
2010-12-09 00:00:00+00:00,656
2010-12-10 00:00:00+00:00,533
2010-12-11 00:00:00+00:00,912
2010-12-12 00:00:00+00:00,1024
2010-12-13 00:00:00+00:00,1045
2010-12-14 00:00:00+00:00,973
2010-12-15 00:00:00+00:00,916
2010-12-16 00:00:00+00:00,771
2010-12-17 00:00:00+00:00,644
2010-12-18 00:00:00+00:00,759
2010-12-19 00:00:00+00:00,801
2010-12-20 00:00:00+00:00,1577
2010-12-21 00:00:00+00:00,964
2010-12-22 00:00:00+00:00,1050
2010-12-23 00:00:00+00:00,908
2010-12-24 00:00:00+00:00,850
2010-12-25 00:00:00+00:00,1039
2010-12-26 00:00:00+00:00,950
2010-12-27 00:00:00+00:00,808
2010-12-28 00:00:00+00:00,1063
2010-12-29 00:00:00+00:00,774
2010-12-30 00:00:00+00:00,916
2010-12-31 00:00:00+00:00,854
2011-01-01 00:00:00+00:00,1029
2011-01-02 00:00:00+00:00,853
2011-01-03 00:00:00+00:00,1628
2011-01-04 00:00:00+00:00,1408
2011-01-05 00:00:00+00:00,1892
