Time,sending-addresses-btc-24h
2009-06-03 00:00:00+00:00,0
2009-06-04 00:00:00+00:00,0
2009-06-05 00:00:00+00:00,0
2009-06-06 00:00:00+00:00,0
2009-06-07 00:00:00+00:00,0
2009-06-08 00:00:00+00:00,0
2009-06-09 00:00:00+00:00,0
2009-06-10 00:00:00+00:00,0
2009-06-11 00:00:00+00:00,0
2009-06-12 00:00:00+00:00,0
2009-06-13 00:00:00+00:00,0
2009-06-14 00:00:00+00:00,0
2009-06-15 00:00:00+00:00,0
2009-06-16 00:00:00+00:00,0
2009-06-17 00:00:00+00:00,0
2009-06-18 00:00:00+00:00,0
2009-06-19 00:00:00+00:00,0
2009-06-20 00:00:00+00:00,0
2009-06-21 00:00:00+00:00,0
2009-06-22 00:00:00+00:00,60
2009-06-23 00:00:00+00:00,0
2009-06-24 00:00:00+00:00,3
2009-06-25 00:00:00+00:00,20
2009-06-26 00:00:00+00:00,0
2009-06-27 00:00:00+00:00,0
2009-06-28 00:00:00+00:00,1
2009-06-29 00:00:00+00:00,1
2009-06-30 00:00:00+00:00,3
2009-07-01 00:00:00+00:00,2
2009-07-02 00:00:00+00:00,1
2009-07-03 00:00:00+00:00,0
2009-07-04 00:00:00+00:00,0
2009-07-05 00:00:00+00:00,0
2009-07-06 00:00:00+00:00,0
2009-07-07 00:00:00+00:00,0
2009-07-08 00:00:00+00:00,0
2009-07-09 00:00:00+00:00,0
2009-07-10 00:00:00+00:00,0
2009-07-11 00:00:00+00:00,0
2009-07-12 00:00:00+00:00,0
2009-07-13 00:00:00+00:00,0
2009-07-14 00:00:00+00:00,0
2009-07-15 00:00:00+00:00,0
2009-07-16 00:00:00+00:00,0
2009-07-17 00:00:00+00:00,0
2009-07-18 00:00:00+00:00,0
2009-07-19 00:00:00+00:00,0
2009-07-20 00:00:00+00:00,121
2009-07-21 00:00:00+00:00,0
2009-07-22 00:00:00+00:00,0
2009-07-23 00:00:00+00:00,0
2009-07-24 00:00:00+00:00,0
2009-07-25 00:00:00+00:00,0
2009-07-26 00:00:00+00:00,0
2009-07-27 00:00:00+00:00,0
2009-07-28 00:00:00+00:00,0
2009-07-29 00:00:00+00:00,2
2009-07-30 00:00:00+00:00,1
2009-07-31 00:00:00+00:00,0
2009-08-01 00:00:00+00:00,0
2009-08-02 00:00:00+00:00,0
2009-08-03 00:00:00+00:00,0
2009-08-04 00:00:00+00:00,0
2009-08-05 00:00:00+00:00,0
2009-08-06 00:00:00+00:00,0
2009-08-07 00:00:00+00:00,111
2009-08-08 00:00:00+00:00,0
2009-08-09 00:00:00+00:00,0
2009-08-10 00:00:00+00:00,0
2009-08-11 00:00:00+00:00,0
2009-08-12 00:00:00+00:00,0
2009-08-13 00:00:00+00:00,0
2009-08-14 00:00:00+00:00,0
2009-08-15 00:00:00+00:00,0
2009-08-16 00:00:00+00:00,0
2009-08-17 00:00:00+00:00,0
2009-08-18 00:00:00+00:00,0
2009-08-19 00:00:00+00:00,0
2009-08-20 00:00:00+00:00,0
2009-08-21 00:00:00+00:00,0
2009-08-22 00:00:00+00:00,0
2009-08-23 00:00:00+00:00,0
2009-08-24 00:00:00+00:00,0
2009-08-25 00:00:00+00:00,0
2009-08-26 00:00:00+00:00,46
2009-08-27 00:00:00+00:00,0
2009-08-28 00:00:00+00:00,0
2009-08-29 00:00:00+00:00,0
2009-08-30 00:00:00+00:00,1
2009-08-31 00:00:00+00:00,6
2009-09-01 00:00:00+00:00,0
2009-09-02 00:00:00+00:00,0
2009-09-03 00:00:00+00:00,14
2009-09-04 00:00:00+00:00,0
2009-09-05 00:00:00+00:00,0
2009-09-06 00:00:00+00:00,0
2009-09-07 00:00:00+00:00,13
2009-09-08 00:00:00+00:00,0
2009-09-09 00:00:00+00:00,0
2009-09-10 00:00:00+00:00,0
2009-09-11 00:00:00+00:00,0
2009-09-12 00:00:00+00:00,0
2009-09-13 00:00:00+00:00,0
2009-09-14 00:00:00+00:00,0
2009-09-15 00:00:00+00:00,0
2009-09-16 00:00:00+00:00,1
2009-09-17 00:00:00+00:00,101
2009-09-18 00:00:00+00:00,0
2009-09-19 00:00:00+00:00,0
2009-09-20 00:00:00+00:00,0
2009-09-21 00:00:00+00:00,8
2009-09-22 00:00:00+00:00,40
2009-09-23 00:00:00+00:00,0
2009-09-24 00:00:00+00:00,0
2009-09-25 00:00:00+00:00,26
2009-09-26 00:00:00+00:00,0
2009-09-27 00:00:00+00:00,16
2009-09-28 00:00:00+00:00,0
2009-09-29 00:00:00+00:00,43
2009-09-30 00:00:00+00:00,0
2009-10-01 00:00:00+00:00,0
2009-10-02 00:00:00+00:00,10
2009-10-03 00:00:00+00:00,0
2009-10-04 00:00:00+00:00,0
2009-10-05 00:00:00+00:00,0
2009-10-06 00:00:00+00:00,15
2009-10-07 00:00:00+00:00,0
2009-10-08 00:00:00+00:00,0
2009-10-09 00:00:00+00:00,0
2009-10-10 00:00:00+00:00,0
2009-10-11 00:00:00+00:00,0
2009-10-12 00:00:00+00:00,73
2009-10-13 00:00:00+00:00,0
2009-10-14 00:00:00+00:00,0
2009-10-15 00:00:00+00:00,0
2009-10-16 00:00:00+00:00,80
2009-10-17 00:00:00+00:00,0
2009-10-18 00:00:00+00:00,7
2009-10-19 00:00:00+00:00,0
2009-10-20 00:00:00+00:00,101
2009-10-21 00:00:00+00:00,18
2009-10-22 00:00:00+00:00,39
2009-10-23 00:00:00+00:00,0
2009-10-24 00:00:00+00:00,7
2009-10-25 00:00:00+00:00,0
2009-10-26 00:00:00+00:00,0
2009-10-27 00:00:00+00:00,16
2009-10-28 00:00:00+00:00,0
2009-10-29 00:00:00+00:00,41
2009-10-30 00:00:00+00:00,0
2009-10-31 00:00:00+00:00,0
2009-11-01 00:00:00+00:00,0
2009-11-02 00:00:00+00:00,0
2009-11-03 00:00:00+00:00,0
2009-11-04 00:00:00+00:00,41
2009-11-05 00:00:00+00:00,0
2009-11-06 00:00:00+00:00,0
2009-11-07 00:00:00+00:00,0
2009-11-08 00:00:00+00:00,0
2009-11-09 00:00:00+00:00,0
2009-11-10 00:00:00+00:00,0
2009-11-11 00:00:00+00:00,51
2009-11-12 00:00:00+00:00,0
2009-11-13 00:00:00+00:00,12
2009-11-14 00:00:00+00:00,0
2009-11-15 00:00:00+00:00,0
2009-11-16 00:00:00+00:00,0
2009-11-17 00:00:00+00:00,0
2009-11-18 00:00:00+00:00,0
2009-11-19 00:00:00+00:00,82
2009-11-20 00:00:00+00:00,0
2009-11-21 00:00:00+00:00,0
2009-11-22 00:00:00+00:00,0
2009-11-23 00:00:00+00:00,0
2009-11-24 00:00:00+00:00,0
2009-11-25 00:00:00+00:00,0
2009-11-26 00:00:00+00:00,0
2009-11-27 00:00:00+00:00,0
2009-11-28 00:00:00+00:00,0
2009-11-29 00:00:00+00:00,0
2009-11-30 00:00:00+00:00,0
2009-12-01 00:00:00+00:00,165
2009-12-02 00:00:00+00:00,0
2009-12-03 00:00:00+00:00,0
2009-12-04 00:00:00+00:00,0
2009-12-05 00:00:00+00:00,18
2009-12-06 00:00:00+00:00,3
2009-12-07 00:00:00+00:00,0
2009-12-08 00:00:00+00:00,30
2009-12-09 00:00:00+00:00,17
2009-12-10 00:00:00+00:00,0
2009-12-11 00:00:00+00:00,0
2009-12-12 00:00:00+00:00,67
2009-12-13 00:00:00+00:00,0
2009-12-14 00:00:00+00:00,331
2009-12-15 00:00:00+00:00,7
2009-12-16 00:00:00+00:00,17
2009-12-17 00:00:00+00:00,7
2009-12-18 00:00:00+00:00,0
2009-12-19 00:00:00+00:00,1
2009-12-20 00:00:00+00:00,0
2009-12-21 00:00:00+00:00,1
2009-12-22 00:00:00+00:00,0
2009-12-23 00:00:00+00:00,0
2009-12-24 00:00:00+00:00,0
2009-12-25 00:00:00+00:00,1
2009-12-26 00:00:00+00:00,0
2009-12-27 00:00:00+00:00,5
2009-12-28 00:00:00+00:00,0
2009-12-29 00:00:00+00:00,0
2009-12-30 00:00:00+00:00,0
2009-12-31 00:00:00+00:00,0
2010-01-01 00:00:00+00:00,2
2010-01-02 00:00:00+00:00,0
2010-01-03 00:00:00+00:00,0
2010-01-04 00:00:00+00:00,82
2010-01-05 00:00:00+00:00,0
2010-01-06 00:00:00+00:00,0
2010-01-07 00:00:00+00:00,0
2010-01-08 00:00:00+00:00,0
2010-01-09 00:00:00+00:00,0
2010-01-10 00:00:00+00:00,0
2010-01-11 00:00:00+00:00,0
2010-01-12 00:00:00+00:00,215
2010-01-13 00:00:00+00:00,2
2010-01-14 00:00:00+00:00,9
2010-01-15 00:00:00+00:00,5
2010-01-16 00:00:00+00:00,6
2010-01-17 00:00:00+00:00,0
2010-01-18 00:00:00+00:00,1
2010-01-19 00:00:00+00:00,0
2010-01-20 00:00:00+00:00,0
2010-01-21 00:00:00+00:00,12
2010-01-22 00:00:00+00:00,5
2010-01-23 00:00:00+00:00,2
2010-01-24 00:00:00+00:00,1
2010-01-25 00:00:00+00:00,58
2010-01-26 00:00:00+00:00,17
2010-01-27 00:00:00+00:00,20
2010-01-28 00:00:00+00:00,21
2010-01-29 00:00:00+00:00,19
2010-01-30 00:00:00+00:00,34
2010-01-31 00:00:00+00:00,18
2010-02-01 00:00:00+00:00,17
2010-02-02 00:00:00+00:00,21
2010-02-03 00:00:00+00:00,6
2010-02-04 00:00:00+00:00,41
2010-02-05 00:00:00+00:00,245
2010-02-06 00:00:00+00:00,30
2010-02-07 00:00:00+00:00,10
2010-02-08 00:00:00+00:00,124
2010-02-09 00:00:00+00:00,418
2010-02-10 00:00:00+00:00,606
2010-02-11 00:00:00+00:00,74
2010-02-12 00:00:00+00:00,39
2010-02-13 00:00:00+00:00,85
2010-02-14 00:00:00+00:00,54
2010-02-15 00:00:00+00:00,91
2010-02-16 00:00:00+00:00,16
2010-02-17 00:00:00+00:00,26
2010-02-18 00:00:00+00:00,58
2010-02-19 00:00:00+00:00,4
2010-02-20 00:00:00+00:00,13
2010-02-21 00:00:00+00:00,126
2010-02-22 00:00:00+00:00,267
2010-02-23 00:00:00+00:00,1
2010-02-24 00:00:00+00:00,107
2010-02-25 00:00:00+00:00,143
2010-02-26 00:00:00+00:00,20
2010-02-27 00:00:00+00:00,10
2010-02-28 00:00:00+00:00,106
2010-03-01 00:00:00+00:00,32
2010-03-02 00:00:00+00:00,40
2010-03-03 00:00:00+00:00,106
2010-03-04 00:00:00+00:00,387
2010-03-05 00:00:00+00:00,2
2010-03-06 00:00:00+00:00,92
2010-03-07 00:00:00+00:00,115
2010-03-08 00:00:00+00:00,181
2010-03-09 00:00:00+00:00,81
2010-03-10 00:00:00+00:00,42
2010-03-11 00:00:00+00:00,64
2010-03-12 00:00:00+00:00,7
2010-03-13 00:00:00+00:00,36
2010-03-14 00:00:00+00:00,8
2010-03-15 00:00:00+00:00,5
2010-03-16 00:00:00+00:00,25
2010-03-17 00:00:00+00:00,25
2010-03-18 00:00:00+00:00,81
2010-03-19 00:00:00+00:00,127
2010-03-20 00:00:00+00:00,70
2010-03-21 00:00:00+00:00,9
2010-03-22 00:00:00+00:00,40
2010-03-23 00:00:00+00:00,77
2010-03-24 00:00:00+00:00,31
2010-03-25 00:00:00+00:00,344
2010-03-26 00:00:00+00:00,76
2010-03-27 00:00:00+00:00,23
2010-03-28 00:00:00+00:00,18
2010-03-29 00:00:00+00:00,68
2010-03-30 00:00:00+00:00,11
2010-03-31 00:00:00+00:00,25
2010-04-01 00:00:00+00:00,28
2010-04-02 00:00:00+00:00,20
2010-04-03 00:00:00+00:00,25
2010-04-04 00:00:00+00:00,69
2010-04-05 00:00:00+00:00,140
2010-04-06 00:00:00+00:00,99
2010-04-07 00:00:00+00:00,103
2010-04-08 00:00:00+00:00,25
2010-04-09 00:00:00+00:00,109
2010-04-10 00:00:00+00:00,282
2010-04-11 00:00:00+00:00,166
2010-04-12 00:00:00+00:00,142
2010-04-13 00:00:00+00:00,38
2010-04-14 00:00:00+00:00,108
2010-04-15 00:00:00+00:00,689
2010-04-16 00:00:00+00:00,217
2010-04-17 00:00:00+00:00,74
2010-04-18 00:00:00+00:00,3202
2010-04-19 00:00:00+00:00,296
2010-04-20 00:00:00+00:00,207
2010-04-21 00:00:00+00:00,148
2010-04-22 00:00:00+00:00,55
2010-04-23 00:00:00+00:00,74
2010-04-24 00:00:00+00:00,104
2010-04-25 00:00:00+00:00,169
2010-04-26 00:00:00+00:00,92
2010-04-27 00:00:00+00:00,76
2010-04-28 00:00:00+00:00,128
2010-04-29 00:00:00+00:00,51
2010-04-30 00:00:00+00:00,43
2010-05-01 00:00:00+00:00,66
2010-05-02 00:00:00+00:00,41
2010-05-03 00:00:00+00:00,111
2010-05-04 00:00:00+00:00,179
2010-05-05 00:00:00+00:00,144
2010-05-06 00:00:00+00:00,279
2010-05-07 00:00:00+00:00,91
2010-05-08 00:00:00+00:00,278
2010-05-09 00:00:00+00:00,94
2010-05-10 00:00:00+00:00,151
2010-05-11 00:00:00+00:00,38
2010-05-12 00:00:00+00:00,122
2010-05-13 00:00:00+00:00,109
2010-05-14 00:00:00+00:00,106
2010-05-15 00:00:00+00:00,58
2010-05-16 00:00:00+00:00,46
2010-05-17 00:00:00+00:00,133
2010-05-18 00:00:00+00:00,128
2010-05-19 00:00:00+00:00,125
2010-05-20 00:00:00+00:00,75
2010-05-21 00:00:00+00:00,144
2010-05-22 00:00:00+00:00,137
2010-05-23 00:00:00+00:00,180
2010-05-24 00:00:00+00:00,112
2010-05-25 00:00:00+00:00,117
2010-05-26 00:00:00+00:00,153
2010-05-27 00:00:00+00:00,170
2010-05-28 00:00:00+00:00,100
2010-05-29 00:00:00+00:00,144
2010-05-30 00:00:00+00:00,80
2010-05-31 00:00:00+00:00,95
2010-06-01 00:00:00+00:00,102
2010-06-02 00:00:00+00:00,75
2010-06-03 00:00:00+00:00,205
2010-06-04 00:00:00+00:00,65
2010-06-05 00:00:00+00:00,87
2010-06-06 00:00:00+00:00,87
2010-06-07 00:00:00+00:00,287
2010-06-08 00:00:00+00:00,130
2010-06-09 00:00:00+00:00,154
2010-06-10 00:00:00+00:00,89
2010-06-11 00:00:00+00:00,144
2010-06-12 00:00:00+00:00,114
2010-06-13 00:00:00+00:00,138
2010-06-14 00:00:00+00:00,214
2010-06-15 00:00:00+00:00,130
2010-06-16 00:00:00+00:00,116
2010-06-17 00:00:00+00:00,85
2010-06-18 00:00:00+00:00,99
2010-06-19 00:00:00+00:00,193
2010-06-20 00:00:00+00:00,94
2010-06-21 00:00:00+00:00,146
2010-06-22 00:00:00+00:00,153
2010-06-23 00:00:00+00:00,126
2010-06-24 00:00:00+00:00,148
2010-06-25 00:00:00+00:00,61
2010-06-26 00:00:00+00:00,59
2010-06-27 00:00:00+00:00,110
2010-06-28 00:00:00+00:00,110
2010-06-29 00:00:00+00:00,209
2010-06-30 00:00:00+00:00,240
2010-07-01 00:00:00+00:00,171
2010-07-02 00:00:00+00:00,184
2010-07-03 00:00:00+00:00,136
2010-07-04 00:00:00+00:00,249
2010-07-05 00:00:00+00:00,178
2010-07-06 00:00:00+00:00,81
2010-07-07 00:00:00+00:00,186
2010-07-08 00:00:00+00:00,111
2010-07-09 00:00:00+00:00,115
2010-07-10 00:00:00+00:00,185
2010-07-11 00:00:00+00:00,265
2010-07-12 00:00:00+00:00,1740
2010-07-13 00:00:00+00:00,876
2010-07-14 00:00:00+00:00,5692
2010-07-15 00:00:00+00:00,1042
2010-07-16 00:00:00+00:00,832
2010-07-17 00:00:00+00:00,457
2010-07-18 00:00:00+00:00,564
2010-07-19 00:00:00+00:00,521
2010-07-20 00:00:00+00:00,541
2010-07-21 00:00:00+00:00,453
2010-07-22 00:00:00+00:00,261
2010-07-23 00:00:00+00:00,296
2010-07-24 00:00:00+00:00,650
2010-07-25 00:00:00+00:00,1784
2010-07-26 00:00:00+00:00,838
2010-07-27 00:00:00+00:00,435
2010-07-28 00:00:00+00:00,351
2010-07-29 00:00:00+00:00,219
2010-07-30 00:00:00+00:00,291
2010-07-31 00:00:00+00:00,200
2010-08-01 00:00:00+00:00,286
2010-08-02 00:00:00+00:00,291
2010-08-03 00:00:00+00:00,629
2010-08-04 00:00:00+00:00,339
2010-08-05 00:00:00+00:00,500
2010-08-06 00:00:00+00:00,365
2010-08-07 00:00:00+00:00,280
2010-08-08 00:00:00+00:00,313
2010-08-09 00:00:00+00:00,435
2010-08-10 00:00:00+00:00,282
2010-08-11 00:00:00+00:00,371
2010-08-12 00:00:00+00:00,238
2010-08-13 00:00:00+00:00,526
2010-08-14 00:00:00+00:00,240
2010-08-15 00:00:00+00:00,191
2010-08-16 00:00:00+00:00,443
2010-08-17 00:00:00+00:00,251
2010-08-18 00:00:00+00:00,444
2010-08-19 00:00:00+00:00,230
2010-08-20 00:00:00+00:00,367
2010-08-21 00:00:00+00:00,258
2010-08-22 00:00:00+00:00,298
2010-08-23 00:00:00+00:00,332
2010-08-24 00:00:00+00:00,329
2010-08-25 00:00:00+00:00,221
2010-08-26 00:00:00+00:00,363
2010-08-27 00:00:00+00:00,240
2010-08-28 00:00:00+00:00,275
2010-08-29 00:00:00+00:00,154
2010-08-30 00:00:00+00:00,268
2010-08-31 00:00:00+00:00,447
2010-09-01 00:00:00+00:00,336
2010-09-02 00:00:00+00:00,291
2010-09-03 00:00:00+00:00,234
2010-09-04 00:00:00+00:00,197
2010-09-05 00:00:00+00:00,285
2010-09-06 00:00:00+00:00,254
2010-09-07 00:00:00+00:00,177
2010-09-08 00:00:00+00:00,280
2010-09-09 00:00:00+00:00,271
2010-09-10 00:00:00+00:00,281
2010-09-11 00:00:00+00:00,207
2010-09-12 00:00:00+00:00,434
2010-09-13 00:00:00+00:00,417
2010-09-14 00:00:00+00:00,345
2010-09-15 00:00:00+00:00,373
2010-09-16 00:00:00+00:00,396
2010-09-17 00:00:00+00:00,736
2010-09-18 00:00:00+00:00,271
2010-09-19 00:00:00+00:00,364
2010-09-20 00:00:00+00:00,405
2010-09-21 00:00:00+00:00,928
2010-09-22 00:00:00+00:00,713
2010-09-23 00:00:00+00:00,633
2010-09-24 00:00:00+00:00,432
2010-09-25 00:00:00+00:00,536
2010-09-26 00:00:00+00:00,355
2010-09-27 00:00:00+00:00,937
2010-09-28 00:00:00+00:00,1397
2010-09-29 00:00:00+00:00,915
2010-09-30 00:00:00+00:00,335
2010-10-01 00:00:00+00:00,580
2010-10-02 00:00:00+00:00,527
2010-10-03 00:00:00+00:00,397
2010-10-04 00:00:00+00:00,530
2010-10-05 00:00:00+00:00,431
2010-10-06 00:00:00+00:00,390
2010-10-07 00:00:00+00:00,379
2010-10-08 00:00:00+00:00,535
2010-10-09 00:00:00+00:00,480
2010-10-10 00:00:00+00:00,327
2010-10-11 00:00:00+00:00,343
2010-10-12 00:00:00+00:00,367
2010-10-13 00:00:00+00:00,614
2010-10-14 00:00:00+00:00,346
2010-10-15 00:00:00+00:00,283
2010-10-16 00:00:00+00:00,572
2010-10-17 00:00:00+00:00,397
2010-10-18 00:00:00+00:00,567
2010-10-19 00:00:00+00:00,950
2010-10-20 00:00:00+00:00,757
2010-10-21 00:00:00+00:00,655
2010-10-22 00:00:00+00:00,677
2010-10-23 00:00:00+00:00,520
2010-10-24 00:00:00+00:00,495
2010-10-25 00:00:00+00:00,436
2010-10-26 00:00:00+00:00,445
2010-10-27 00:00:00+00:00,700
2010-10-28 00:00:00+00:00,602
2010-10-29 00:00:00+00:00,506
2010-10-30 00:00:00+00:00,336
2010-10-31 00:00:00+00:00,309
2010-11-01 00:00:00+00:00,315
2010-11-02 00:00:00+00:00,200
2010-11-03 00:00:00+00:00,296
2010-11-04 00:00:00+00:00,312
2010-11-05 00:00:00+00:00,531
2010-11-06 00:00:00+00:00,294
2010-11-07 00:00:00+00:00,352
2010-11-08 00:00:00+00:00,1191
2010-11-09 00:00:00+00:00,338
2010-11-10 00:00:00+00:00,323
2010-11-11 00:00:00+00:00,271
2010-11-12 00:00:00+00:00,202
2010-11-13 00:00:00+00:00,277
2010-11-14 00:00:00+00:00,575
2010-11-15 00:00:00+00:00,4047
2010-11-16 00:00:00+00:00,2988
2010-11-17 00:00:00+00:00,320
2010-11-18 00:00:00+00:00,292
2010-11-19 00:00:00+00:00,344
2010-11-20 00:00:00+00:00,474
2010-11-21 00:00:00+00:00,414
2010-11-22 00:00:00+00:00,307
2010-11-23 00:00:00+00:00,367
2010-11-24 00:00:00+00:00,561
2010-11-25 00:00:00+00:00,494
2010-11-26 00:00:00+00:00,802
2010-11-27 00:00:00+00:00,456
2010-11-28 00:00:00+00:00,365
2010-11-29 00:00:00+00:00,506
2010-11-30 00:00:00+00:00,401
2010-12-01 00:00:00+00:00,670
2010-12-02 00:00:00+00:00,452
2010-12-03 00:00:00+00:00,524
2010-12-04 00:00:00+00:00,319
2010-12-05 00:00:00+00:00,318
2010-12-06 00:00:00+00:00,313
2010-12-07 00:00:00+00:00,641
2010-12-08 00:00:00+00:00,449
2010-12-09 00:00:00+00:00,422
2010-12-10 00:00:00+00:00,291
2010-12-11 00:00:00+00:00,520
2010-12-12 00:00:00+00:00,605
2010-12-13 00:00:00+00:00,1119
2010-12-14 00:00:00+00:00,614
2010-12-15 00:00:00+00:00,578
2010-12-16 00:00:00+00:00,491
2010-12-17 00:00:00+00:00,405
2010-12-18 00:00:00+00:00,424
2010-12-19 00:00:00+00:00,622
2010-12-20 00:00:00+00:00,1013
2010-12-21 00:00:00+00:00,600
2010-12-22 00:00:00+00:00,715
2010-12-23 00:00:00+00:00,512
2010-12-24 00:00:00+00:00,463
2010-12-25 00:00:00+00:00,562
2010-12-26 00:00:00+00:00,565
2010-12-27 00:00:00+00:00,737
2010-12-28 00:00:00+00:00,563
2010-12-29 00:00:00+00:00,552
2010-12-30 00:00:00+00:00,618
2010-12-31 00:00:00+00:00,482
2011-01-01 00:00:00+00:00,620
2011-01-02 00:00:00+00:00,588
2011-01-03 00:00:00+00:00,920
2011-01-04 00:00:00+00:00,642
2011-01-05 00:00:00+00:00,1072
2011-01-06 00:00:00+00:00,711
