Time,utxo-value-spent-total-btc-24h
2010-04-01 00:00:00+00:00,1400.0
2010-04-02 00:00:00+00:00,1000.0
2010-04-03 00:00:00+00:00,1723.48
2010-04-04 00:00:00+00:00,3450.0
2010-04-05 00:00:00+00:00,10637.19
2010-04-06 00:00:00+00:00,5141.0
2010-04-07 00:00:00+00:00,5503.14
2010-04-08 00:00:00+00:00,3088.74
2010-04-09 00:00:00+00:00,29557.96
2010-04-10 00:00:00+00:00,14909.05
2010-04-11 00:00:00+00:00,16183.16
2010-04-12 00:00:00+00:00,28085.76
2010-04-13 00:00:00+00:00,2360.0
2010-04-14 00:00:00+00:00,6448.89
2010-04-15 00:00:00+00:00,113325.3
2010-04-16 00:00:00+00:00,12912.68
2010-04-17 00:00:00+00:00,4242.88
2010-04-18 00:00:00+00:00,37121.01
2010-04-19 00:00:00+00:00,24421.87
2010-04-20 00:00:00+00:00,14535.0
2010-04-21 00:00:00+00:00,8028.81
2010-04-22 00:00:00+00:00,21542.85
2010-04-23 00:00:00+00:00,3954.03
2010-04-24 00:00:00+00:00,12133.06
2010-04-25 00:00:00+00:00,15945.8
2010-04-26 00:00:00+00:00,12145.49
2010-04-27 00:00:00+00:00,8433.94
2010-04-28 00:00:00+00:00,8422.54
2010-04-29 00:00:00+00:00,5575.36
2010-04-30 00:00:00+00:00,61420.32
2010-05-01 00:00:00+00:00,5198.6
2010-05-02 00:00:00+00:00,2299.0
2010-05-03 00:00:00+00:00,8051.0
2010-05-04 00:00:00+00:00,18850.12
2010-05-05 00:00:00+00:00,19009.66
2010-05-06 00:00:00+00:00,15901.01
2010-05-07 00:00:00+00:00,33844.0
2010-05-08 00:00:00+00:00,17480.26
2010-05-09 00:00:00+00:00,9878.4
2010-05-10 00:00:00+00:00,8863.78
2010-05-11 00:00:00+00:00,2050.15
2010-05-12 00:00:00+00:00,21670.11
2010-05-13 00:00:00+00:00,10907.78
2010-05-14 00:00:00+00:00,15710.94
2010-05-15 00:00:00+00:00,3226.64
2010-05-16 00:00:00+00:00,2438.64
2010-05-17 00:00:00+00:00,10726.48
2010-05-18 00:00:00+00:00,9420.9
2010-05-19 00:00:00+00:00,15304.61
2010-05-20 00:00:00+00:00,3834.97
2010-05-21 00:00:00+00:00,39825.96
2010-05-22 00:00:00+00:00,44677.53
2010-05-23 00:00:00+00:00,22038.36
2010-05-24 00:00:00+00:00,6256.0
2010-05-25 00:00:00+00:00,7550.0
2010-05-26 00:00:00+00:00,16840.97
2010-05-27 00:00:00+00:00,14611.51
2010-05-28 00:00:00+00:00,29407.11
2010-05-29 00:00:00+00:00,44251.0
2010-05-30 00:00:00+00:00,5462.3
2010-05-31 00:00:00+00:00,6861.0
2010-06-01 00:00:00+00:00,7143.98
2010-06-02 00:00:00+00:00,7607.28
2010-06-03 00:00:00+00:00,9674.1
2010-06-04 00:00:00+00:00,32427.35
2010-06-05 00:00:00+00:00,6300.0
2010-06-06 00:00:00+00:00,8603.31
2010-06-07 00:00:00+00:00,27199.8
2010-06-08 00:00:00+00:00,9401.0
2010-06-09 00:00:00+00:00,72291.57
2010-06-10 00:00:00+00:00,31665.63
2010-06-11 00:00:00+00:00,10328.78
2010-06-12 00:00:00+00:00,14131.1
2010-06-13 00:00:00+00:00,14232.0
2010-06-14 00:00:00+00:00,43291.02
2010-06-15 00:00:00+00:00,35823.0
2010-06-16 00:00:00+00:00,28699.08
2010-06-17 00:00:00+00:00,21788.45
2010-06-18 00:00:00+00:00,11586.68
2010-06-19 00:00:00+00:00,58372.79
2010-06-20 00:00:00+00:00,27068.01
2010-06-21 00:00:00+00:00,38008.09
2010-06-22 00:00:00+00:00,31198.64
2010-06-23 00:00:00+00:00,39540.0
2010-06-24 00:00:00+00:00,32396.37
2010-06-25 00:00:00+00:00,19318.0
2010-06-26 00:00:00+00:00,58769.74
2010-06-27 00:00:00+00:00,12568.0
2010-06-28 00:00:00+00:00,45185.05
2010-06-29 00:00:00+00:00,40807.59
2010-06-30 00:00:00+00:00,55180.95
2010-07-01 00:00:00+00:00,26885.89
2010-07-02 00:00:00+00:00,106204.73
2010-07-03 00:00:00+00:00,36450.0
2010-07-04 00:00:00+00:00,18609.5
2010-07-05 00:00:00+00:00,53097.01
2010-07-06 00:00:00+00:00,19335.5
2010-07-07 00:00:00+00:00,49130.31
2010-07-08 00:00:00+00:00,16872.94
2010-07-09 00:00:00+00:00,11622.0
2010-07-10 00:00:00+00:00,20502.74
2010-07-11 00:00:00+00:00,47231.99
2010-07-12 00:00:00+00:00,2600869.97
2010-07-13 00:00:00+00:00,302368.32
2010-07-14 00:00:00+00:00,321455.85
2010-07-15 00:00:00+00:00,85848.92
2010-07-16 00:00:00+00:00,60894.04
2010-07-17 00:00:00+00:00,24097.88
2010-07-18 00:00:00+00:00,36070.09
2010-07-19 00:00:00+00:00,47149.75
2010-07-20 00:00:00+00:00,29902.34
2010-07-21 00:00:00+00:00,27654.54
2010-07-22 00:00:00+00:00,39631.62
2010-07-23 00:00:00+00:00,20614.79
2010-07-24 00:00:00+00:00,43741.96
2010-07-25 00:00:00+00:00,47065.43
2010-07-26 00:00:00+00:00,86951.87
2010-07-27 00:00:00+00:00,31899.2
2010-07-28 00:00:00+00:00,67560.53
2010-07-29 00:00:00+00:00,19061.23
2010-07-30 00:00:00+00:00,20161.82
2010-07-31 00:00:00+00:00,15433.49
2010-08-01 00:00:00+00:00,270100.22
2010-08-02 00:00:00+00:00,63563.37
2010-08-03 00:00:00+00:00,40483.6
2010-08-04 00:00:00+00:00,33636.45
2010-08-05 00:00:00+00:00,40802.01
2010-08-06 00:00:00+00:00,18582.01
2010-08-07 00:00:00+00:00,25272.92
2010-08-08 00:00:00+00:00,10335.05
2010-08-09 00:00:00+00:00,77363.22
2010-08-10 00:00:00+00:00,33871.85
2010-08-11 00:00:00+00:00,54887.41
2010-08-12 00:00:00+00:00,15702.83
2010-08-13 00:00:00+00:00,35062.59
2010-08-14 00:00:00+00:00,16201.74
2010-08-15 00:00:00+00:00,16916.58
2010-08-16 00:00:00+00:00,69174.88
2010-08-17 00:00:00+00:00,49995.99
2010-08-18 00:00:00+00:00,37388.5
2010-08-19 00:00:00+00:00,20402.1
2010-08-20 00:00:00+00:00,29578.41
2010-08-21 00:00:00+00:00,38678.31
2010-08-22 00:00:00+00:00,20418.19
2010-08-23 00:00:00+00:00,17776.11
2010-08-24 00:00:00+00:00,21093.91
2010-08-25 00:00:00+00:00,15911.1
2010-08-26 00:00:00+00:00,14247.79
2010-08-27 00:00:00+00:00,28697.3
2010-08-28 00:00:00+00:00,16629.5199915
2010-08-29 00:00:00+00:00,8604.59
2010-08-30 00:00:00+00:00,13838.9100009
2010-08-31 00:00:00+00:00,40152.9799965
2010-09-01 00:00:00+00:00,28757.5899974
2010-09-02 00:00:00+00:00,34736.7000001
2010-09-03 00:00:00+00:00,29856.34
2010-09-04 00:00:00+00:00,30026.36
2010-09-05 00:00:00+00:00,137209.71
2010-09-06 00:00:00+00:00,75602.1399984
2010-09-07 00:00:00+00:00,18241.26
2010-09-08 00:00:00+00:00,17647.8099966
2010-09-09 00:00:00+00:00,34167.7499982
2010-09-10 00:00:00+00:00,14173.329998
2010-09-11 00:00:00+00:00,10218.41
2010-09-12 00:00:00+00:00,18567.3800003
2010-09-13 00:00:00+00:00,117177.9300001
2010-09-14 00:00:00+00:00,30294.07440528
2010-09-15 00:00:00+00:00,39913.55039648
2010-09-16 00:00:00+00:00,34583.51
2010-09-17 00:00:00+00:00,75298.13
2010-09-18 00:00:00+00:00,43622.58
2010-09-19 00:00:00+00:00,51131.25960352
2010-09-20 00:00:00+00:00,41553.1
2010-09-21 00:00:00+00:00,27711.6600001
2010-09-22 00:00:00+00:00,44685.49
2010-09-23 00:00:00+00:00,126597.79
2010-09-24 00:00:00+00:00,19343.86
2010-09-25 00:00:00+00:00,29948.1
2010-09-26 00:00:00+00:00,22484.51
2010-09-27 00:00:00+00:00,33373.01
2010-09-28 00:00:00+00:00,81676.6550332
2010-09-29 00:00:00+00:00,94021.76
2010-09-30 00:00:00+00:00,41615.03
2010-10-01 00:00:00+00:00,58283.38812108
2010-10-02 00:00:00+00:00,363886.84776813
2010-10-03 00:00:00+00:00,75755.03776625
2010-10-04 00:00:00+00:00,556012.89000099
2010-10-05 00:00:00+00:00,193721.7800002
2010-10-06 00:00:00+00:00,121501.46000109
2010-10-07 00:00:00+00:00,127369.09
2010-10-08 00:00:00+00:00,153154.63
2010-10-09 00:00:00+00:00,185663.91
2010-10-10 00:00:00+00:00,118448.13
2010-10-11 00:00:00+00:00,54858.71000109
2010-10-12 00:00:00+00:00,78073.95
