Time,transfer-volume-median-btc-24h
2010-04-04 00:00:00+00:00,50.0
2010-04-05 00:00:00+00:00,100.0
2010-04-06 00:00:00+00:00,50.0
2010-04-07 00:00:00+00:00,150.0
2010-04-08 00:00:00+00:00,50.0
2010-04-09 00:00:00+00:00,150.0
2010-04-10 00:00:00+00:00,50.0
2010-04-11 00:00:00+00:00,50.0
2010-04-12 00:00:00+00:00,99.99
2010-04-13 00:00:00+00:00,50.0
2010-04-14 00:00:00+00:00,50.0
2010-04-15 00:00:00+00:00,350.0
2010-04-16 00:00:00+00:00,50.0
2010-04-17 00:00:00+00:00,50.0
2010-04-18 00:00:00+00:00,3.78
2010-04-19 00:00:00+00:00,50.0
2010-04-20 00:00:00+00:00,100.0
2010-04-21 00:00:00+00:00,100.0
2010-04-22 00:00:00+00:00,100.0
2010-04-23 00:00:00+00:00,50.0
2010-04-24 00:00:00+00:00,50.0
2010-04-25 00:00:00+00:00,50.0
2010-04-26 00:00:00+00:00,50.0
2010-04-27 00:00:00+00:00,50.0
2010-04-28 00:00:00+00:00,50.0
2010-04-29 00:00:00+00:00,50.0
2010-04-30 00:00:00+00:00,50.0
2010-05-01 00:00:00+00:00,50.0
2010-05-02 00:00:00+00:00,50.0
2010-05-03 00:00:00+00:00,50.0
2010-05-04 00:00:00+00:00,50.01
2010-05-05 00:00:00+00:00,50.0
2010-05-06 00:00:00+00:00,100.0
2010-05-07 00:00:00+00:00,100.0
2010-05-08 00:00:00+00:00,100.0
2010-05-09 00:00:00+00:00,103.0
2010-05-10 00:00:00+00:00,100.0
2010-05-11 00:00:00+00:00,50.0
2010-05-12 00:00:00+00:00,50.0
2010-05-13 00:00:00+00:00,100.0
2010-05-14 00:00:00+00:00,50.0
2010-05-15 00:00:00+00:00,50.0
2010-05-16 00:00:00+00:00,52.64
2010-05-17 00:00:00+00:00,50.0
2010-05-18 00:00:00+00:00,50.0
2010-05-19 00:00:00+00:00,100.0
2010-05-20 00:00:00+00:00,50.0
2010-05-21 00:00:00+00:00,50.0
2010-05-22 00:00:00+00:00,50.0
2010-05-23 00:00:00+00:00,50.0
2010-05-24 00:00:00+00:00,50.0
2010-05-25 00:00:00+00:00,50.0
2010-05-26 00:00:00+00:00,50.0
2010-05-27 00:00:00+00:00,50.0
2010-05-28 00:00:00+00:00,50.0
2010-05-29 00:00:00+00:00,50.0
2010-05-30 00:00:00+00:00,50.0
2010-05-31 00:00:00+00:00,50.0
2010-06-01 00:00:00+00:00,50.0
2010-06-02 00:00:00+00:00,50.0
2010-06-03 00:00:00+00:00,50.0
2010-06-04 00:00:00+00:00,50.0
2010-06-05 00:00:00+00:00,50.0
2010-06-06 00:00:00+00:00,50.0
2010-06-07 00:00:00+00:00,50.0
2010-06-08 00:00:00+00:00,50.0
2010-06-09 00:00:00+00:00,50.0
2010-06-10 00:00:00+00:00,50.0
2010-06-11 00:00:00+00:00,50.0
2010-06-12 00:00:00+00:00,50.0
2010-06-13 00:00:00+00:00,50.0
2010-06-14 00:00:00+00:00,50.0
2010-06-15 00:00:00+00:00,50.0
2010-06-16 00:00:00+00:00,50.0
2010-06-17 00:00:00+00:00,50.0
2010-06-18 00:00:00+00:00,50.0
2010-06-19 00:00:00+00:00,50.0
2010-06-20 00:00:00+00:00,50.0
2010-06-21 00:00:00+00:00,50.0
2010-06-22 00:00:00+00:00,50.0
2010-06-23 00:00:00+00:00,50.0
2010-06-24 00:00:00+00:00,50.0
2010-06-25 00:00:00+00:00,50.0
2010-06-26 00:00:00+00:00,50.0
2010-06-27 00:00:00+00:00,50.0
2010-06-28 00:00:00+00:00,50.0
2010-06-29 00:00:00+00:00,50.0
2010-06-30 00:00:00+00:00,50.0
2010-07-01 00:00:00+00:00,50.0
2010-07-02 00:00:00+00:00,50.0
2010-07-03 00:00:00+00:00,50.0
2010-07-04 00:00:00+00:00,50.0
2010-07-05 00:00:00+00:00,50.0
2010-07-06 00:00:00+00:00,50.0
2010-07-07 00:00:00+00:00,50.0
2010-07-08 00:00:00+00:00,50.0
2010-07-09 00:00:00+00:00,50.0
2010-07-10 00:00:00+00:00,100.0
2010-07-11 00:00:00+00:00,140.0
2010-07-12 00:00:00+00:00,730.0
2010-07-13 00:00:00+00:00,50.0
2010-07-14 00:00:00+00:00,28.78
2010-07-15 00:00:00+00:00,3.0
2010-07-16 00:00:00+00:00,9.15
2010-07-17 00:00:00+00:00,5.0
2010-07-18 00:00:00+00:00,5.0
2010-07-19 00:00:00+00:00,5.0
2010-07-20 00:00:00+00:00,65.22
2010-07-21 00:00:00+00:00,50.0
2010-07-22 00:00:00+00:00,16.25
2010-07-23 00:00:00+00:00,14.4
2010-07-24 00:00:00+00:00,7.67
2010-07-25 00:00:00+00:00,8.64
2010-07-26 00:00:00+00:00,50.0
2010-07-27 00:00:00+00:00,3.0
2010-07-28 00:00:00+00:00,0.05
2010-07-29 00:00:00+00:00,0.05
2010-07-30 00:00:00+00:00,13.35
2010-07-31 00:00:00+00:00,20.0
2010-08-01 00:00:00+00:00,50.0
2010-08-02 00:00:00+00:00,50.0
2010-08-03 00:00:00+00:00,14.65
2010-08-04 00:00:00+00:00,50.0
2010-08-05 00:00:00+00:00,50.0
2010-08-06 00:00:00+00:00,4.1
2010-08-07 00:00:00+00:00,23.0
2010-08-08 00:00:00+00:00,2.5
2010-08-09 00:00:00+00:00,53.35
2010-08-10 00:00:00+00:00,50.0
2010-08-11 00:00:00+00:00,50.0
2010-08-12 00:00:00+00:00,50.0
2010-08-13 00:00:00+00:00,50.0
2010-08-14 00:00:00+00:00,50.0
2010-08-15 00:00:00+00:00,50.0
2010-08-16 00:00:00+00:00,69.05
2010-08-17 00:00:00+00:00,50.0
2010-08-18 00:00:00+00:00,50.0
2010-08-19 00:00:00+00:00,50.0
2010-08-20 00:00:00+00:00,50.0
2010-08-21 00:00:00+00:00,50.0
2010-08-22 00:00:00+00:00,50.0
2010-08-23 00:00:00+00:00,50.0
2010-08-24 00:00:00+00:00,50.0
2010-08-25 00:00:00+00:00,50.0
2010-08-26 00:00:00+00:00,4.9
2010-08-27 00:00:00+00:00,50.0
2010-08-28 00:00:00+00:00,10.0
2010-08-29 00:00:00+00:00,5.4
2010-08-30 00:00:00+00:00,3.8
2010-08-31 00:00:00+00:00,50.0
2010-09-01 00:00:00+00:00,10.99
2010-09-02 00:00:00+00:00,50.15
2010-09-03 00:00:00+00:00,101.15
2010-09-04 00:00:00+00:00,99.75
2010-09-05 00:00:00+00:00,50.0
2010-09-06 00:00:00+00:00,50.0
2010-09-07 00:00:00+00:00,50.0
2010-09-08 00:00:00+00:00,1.75
2010-09-09 00:00:00+00:00,50.0
2010-09-10 00:00:00+00:00,5.0
2010-09-11 00:00:00+00:00,3.9
2010-09-12 00:00:00+00:00,1.25
2010-09-13 00:00:00+00:00,12.0
2010-09-14 00:00:00+00:00,50.0
2010-09-15 00:00:00+00:00,34.89
2010-09-16 00:00:00+00:00,50.0
2010-09-17 00:00:00+00:00,50.0
2010-09-18 00:00:00+00:00,50.0
2010-09-19 00:00:00+00:00,81.1
2010-09-20 00:00:00+00:00,12.0
2010-09-21 00:00:00+00:00,2.47
2010-09-22 00:00:00+00:00,0.58
2010-09-23 00:00:00+00:00,17.0
2010-09-24 00:00:00+00:00,19.3
2010-09-25 00:00:00+00:00,0.85
2010-09-26 00:00:00+00:00,3.84
2010-09-27 00:00:00+00:00,2.2
2010-09-28 00:00:00+00:00,39.41
2010-09-29 00:00:00+00:00,104.03
2010-09-30 00:00:00+00:00,19.46
2010-10-01 00:00:00+00:00,11.91776615
2010-10-02 00:00:00+00:00,2.0
2010-10-03 00:00:00+00:00,85.0
2010-10-04 00:00:00+00:00,284.07
2010-10-05 00:00:00+00:00,241.57
2010-10-06 00:00:00+00:00,49.99
2010-10-07 00:00:00+00:00,195.07
2010-10-08 00:00:00+00:00,163.57
2010-10-09 00:00:00+00:00,137.57
2010-10-10 00:00:00+00:00,101.57
2010-10-11 00:00:00+00:00,67.57
2010-10-12 00:00:00+00:00,43.57
2010-10-13 00:00:00+00:00,50.0
2010-10-14 00:00:00+00:00,800.0
2010-10-15 00:00:00+00:00,607.64
2010-10-16 00:00:00+00:00,1179.5
2010-10-17 00:00:00+00:00,250.0
2010-10-18 00:00:00+00:00,150.0
2010-10-19 00:00:00+00:00,40.0
2010-10-20 00:00:00+00:00,50.0
2010-10-21 00:00:00+00:00,50.0
2010-10-22 00:00:00+00:00,10.19
2010-10-23 00:00:00+00:00,20.0
2010-10-24 00:00:00+00:00,12.5
2010-10-25 00:00:00+00:00,758.0
2010-10-26 00:00:00+00:00,684.0
